RequestNumber,Index Name,Date,TotalReturnsIndex,NTR_Value
TRI63913928554194490400,Nifty 50,2006-10-10,4268.24,4217.21
TRI63913928554194490400,Nifty 50,2006-10-11,4253.3,4202.45
TRI63913928554194490400,Nifty 50,2006-10-12,4328.0,4276.26
TRI63913928554194490400,Nifty 50,2006-10-13,4393.74,4341.21
TRI63913928554194490400,Nifty 50,2006-10-16,4450.99,4397.78
TRI63913928554194490400,Nifty 50,2006-10-17,4440.29,4387.21
TRI63913928554194490400,Nifty 50,2006-10-18,4435.09,4382.07
TRI63913928554194490400,Nifty 50,2006-10-19,4396.38,4343.83
TRI63913928554194490400,Nifty 50,2006-10-20,4395.51,4342.97
TRI63913928554194490400,Nifty 50,2006-10-21,4403.46,4350.82
TRI63913928554194490400,Nifty 50,2006-10-23,4372.72,4320.46
TRI63913928554194490400,Nifty 50,2006-10-26,4396.93,4344.39
TRI63913928554194490400,Nifty 50,2006-10-27,4470.82,4404.47
TRI63913928554194490400,Nifty 50,2006-10-30,4506.39,4439.51
TRI63913928554194490400,Nifty 50,2006-10-31,4476.5,4410.06
TRI63913928554194490400,Nifty 50,2006-11-01,4503.94,4437.1
TRI63913928554194490400,Nifty 50,2006-11-02,4533.42,4466.14
TRI63913928554194490400,Nifty 50,2006-11-03,4550.45,4482.93
TRI63913928554194490400,Nifty 50,2006-11-06,4555.12,4487.52
TRI63913928554194490400,Nifty 50,2006-11-07,4542.56,4475.15
TRI63913928554194490400,Nifty 50,2006-11-08,4516.91,4449.88
TRI63913928554194490400,Nifty 50,2006-11-09,4539.88,4472.52
TRI63913928554194490400,Nifty 50,2006-11-10,4585.74,4517.7
TRI63913928554194490400,Nifty 50,2006-11-13,4614.44,4545.97
TRI63913928554194490400,Nifty 50,2006-11-14,4622.99,4554.39
TRI63913928554194490400,Nifty 50,2006-11-15,4635.61,4566.83
TRI63913928554194490400,Nifty 50,2006-11-16,4636.27,4567.48
TRI63913928554194490400,Nifty 50,2006-11-17,4607.51,4539.14
TRI63913928554194490400,Nifty 50,2006-11-20,4611.51,4543.09
TRI63913928554194490400,Nifty 50,2006-11-21,4685.78,4616.25
TRI63913928554194490400,Nifty 50,2006-11-22,4729.43,4659.25
TRI63913928554194490400,Nifty 50,2006-11-23,4718.31,4648.3
TRI63913928554194490400,Nifty 50,2006-11-24,4724.76,4654.66
TRI63913928555241413900,Nifty 50,2006-11-27,4746.35,4675.92
TRI63913928555241413900,Nifty 50,2006-11-28,4689.96,4620.37
TRI63913928555241413900,Nifty 50,2006-11-29,4697.68,4627.97
TRI63913928555241413900,Nifty 50,2006-11-30,4729.13,4658.96
TRI63913928555241413900,Nifty 50,2006-12-01,4780.67,4709.74
TRI63913928555241413900,Nifty 50,2006-12-04,4785.0,4714.0
TRI63913928555241413900,Nifty 50,2006-12-05,4802.64,4731.38
TRI63913928555241413900,Nifty 50,2006-12-06,4802.88,4731.62
TRI63913928555241413900,Nifty 50,2006-12-07,4802.16,4730.91
TRI63913928555241413900,Nifty 50,2006-12-08,4738.36,4668.05
TRI63913928555241413900,Nifty 50,2006-12-11,4603.81,4535.5
TRI63913928555241413900,Nifty 50,2006-12-12,4445.23,4379.27
TRI63913928555241413900,Nifty 50,2006-12-13,4502.99,4436.18
TRI63913928555241413900,Nifty 50,2006-12-14,4596.1,4527.91
TRI63913928555241413900,Nifty 50,2006-12-15,4650.63,4581.63
TRI63913928555241413900,Nifty 50,2006-12-18,4704.24,4634.52
TRI63913928555241413900,Nifty 50,2006-12-19,4588.39,4520.39
TRI63913928555241413900,Nifty 50,2006-12-20,4568.69,4500.99
TRI63913928555241413900,Nifty 50,2006-12-21,4590.19,4522.16
TRI63913928555241413900,Nifty 50,2006-12-22,4635.27,4566.58
TRI63913928555241413900,Nifty 50,2006-12-26,4718.31,4648.38
TRI63913928555241413900,Nifty 50,2006-12-27,4767.87,4697.35
TRI63913928555241413900,Nifty 50,2006-12-28,4763.43,4692.97
TRI63913928555241413900,Nifty 50,2006-12-29,4758.45,4688.07
TRI63913928555241413900,Nifty 50,2007-01-02,4807.77,4736.66
TRI63913928555241413900,Nifty 50,2007-01-03,4827.74,4756.34
TRI63913928555241413900,Nifty 50,2007-01-04,4785.45,4714.67
TRI63913928555241413900,Nifty 50,2007-01-05,4778.97,4708.29
TRI63913928555241413900,Nifty 50,2007-01-08,4718.99,4649.19
TRI63913928555241413900,Nifty 50,2007-01-09,4692.59,4623.19
TRI63913928555241413900,Nifty 50,2007-01-10,4619.29,4550.97
TRI63913928555241413900,Nifty 50,2007-01-11,4729.61,4659.65
TRI63913928555241413900,Nifty 50,2007-01-12,4861.82,4789.91
TRI63913928555241413900,Nifty 50,2007-01-15,4893.39,4821.02
TRI63913928555241413900,Nifty 50,2007-01-16,4895.91,4823.5
TRI63913928555241413900,Nifty 50,2007-01-17,4891.05,4818.71
TRI63913928555241413900,Nifty 50,2007-01-18,4930.16,4857.25
TRI63913928555241413900,Nifty 50,2007-01-19,4907.74,4835.17
TRI63913928555241413900,Nifty 50,2007-01-22,4923.09,4850.3
TRI63913928555241413900,Nifty 50,2007-01-23,4879.47,4807.32
TRI63913928555241413900,Nifty 50,2007-01-24,4908.03,4835.46
TRI63913928555241413900,Nifty 50,2007-01-25,4977.39,4903.12
TRI63913928555241413900,Nifty 50,2007-01-29,4949.49,4875.64
TRI63913928555241413900,Nifty 50,2007-01-31,4899.39,4826.28
TRI63913928555241413900,Nifty 50,2007-02-01,4966.14,4892.05
TRI63913928555241413900,Nifty 50,2007-02-02,5021.71,4946.8
TRI63913928555241413900,Nifty 50,2007-02-05,5059.94,4984.46
TRI63913928555241413900,Nifty 50,2007-02-06,5037.05,4961.91
TRI63913928555241413900,Nifty 50,2007-02-07,5071.08,4995.44
TRI63913928555241413900,Nifty 50,2007-02-08,5070.06,4994.43
TRI63913928555241413900,Nifty 50,2007-02-09,5026.84,4951.86
TRI63913928555241413900,Nifty 50,2007-02-12,4879.72,4807.05
TRI63913928555241413900,Nifty 50,2007-02-13,4863.8,4791.37
TRI63913928555241413900,Nifty 50,2007-02-14,4867.12,4794.65
TRI63913928555241413900,Nifty 50,2007-02-15,4986.3,4912.05
TRI63913928555241413900,Nifty 50,2007-02-19,5008.75,4934.17
TRI63913928555241413900,Nifty 50,2007-02-20,4939.47,4865.93
TRI63913928555241413900,Nifty 50,2007-02-21,4926.78,4853.43
TRI63913928555241413900,Nifty 50,2007-02-22,4859.19,4786.85
TRI63913928556272667200,Nifty 50,2007-02-23,4737.65,4667.12
TRI63913928556272667200,Nifty 50,2007-02-26,4741.32,4670.73
TRI63913928556272667200,Nifty 50,2007-02-27,4683.46,4613.74
TRI63913928556272667200,Nifty 50,2007-02-28,4504.73,4437.67
TRI63913928556272667200,Nifty 50,2007-03-01,4583.99,4515.75
TRI63913928556272667200,Nifty 50,2007-03-02,4482.42,4415.69
TRI63913928556272667200,Nifty 50,2007-03-05,4301.7,4237.66
TRI63913928556272667200,Nifty 50,2007-03-06,4396.9,4331.44
TRI63913928556272667200,Nifty 50,2007-03-07,4362.36,4297.42
TRI63913928556272667200,Nifty 50,2007-03-08,4524.5,4457.14
TRI63913928556272667200,Nifty 50,2007-03-09,4472.42,4405.84
TRI63913928556272667200,Nifty 50,2007-03-12,4492.39,4425.51
TRI63913928556272667200,Nifty 50,2007-03-13,4535.63,4468.11
TRI63913928556272667200,Nifty 50,2007-03-14,4380.97,4315.77
TRI63913928556272667200,Nifty 50,2007-03-15,4384.74,4317.23
TRI63913928556272667200,Nifty 50,2007-03-16,4343.36,4276.5
TRI63913928556272667200,Nifty 50,2007-03-19,4428.04,4359.87
TRI63913928556272667200,Nifty 50,2007-03-20,4450.55,4382.04
TRI63913928556272667200,Nifty 50,2007-03-21,4534.62,4464.87
TRI63913928556272667200,Nifty 50,2007-03-22,4668.95,4597.13
TRI63913928556272667200,Nifty 50,2007-03-23,4651.43,4579.89
TRI63913928556272667200,Nifty 50,2007-03-26,4603.34,4532.57
TRI63913928556272667200,Nifty 50,2007-03-28,4533.03,4463.35
TRI63913928556272667200,Nifty 50,2007-03-29,4577.63,4507.25
TRI63913928556272667200,Nifty 50,2007-03-30,4605.89,4535.08
TRI63913928556272667200,Nifty 50,2007-04-02,4379.37,4312.04
TRI63913928556272667200,Nifty 50,2007-04-03,4448.12,4379.74
TRI63913928556272667200,Nifty 50,2007-04-04,4499.91,4430.74
TRI63913928556272667200,Nifty 50,2007-04-05,4522.51,4452.99
TRI63913928556272667200,Nifty 50,2007-04-09,4632.8,4561.59
TRI63913928556272667200,Nifty 50,2007-04-10,4638.41,4567.1
TRI63913928556272667200,Nifty 50,2007-04-11,4655.88,4584.31
TRI63913928556272667200,Nifty 50,2007-04-12,4616.35,4545.39
TRI63913928556272667200,Nifty 50,2007-04-13,4721.82,4649.23
TRI63913928556272667200,Nifty 50,2007-04-16,4837.53,4763.17
TRI63913928556272667200,Nifty 50,2007-04-17,4803.3,4729.46
TRI63913928556272667200,Nifty 50,2007-04-18,4835.42,4761.09
TRI63913928556272667200,Nifty 50,2007-04-19,4818.61,4744.54
TRI63913928556272667200,Nifty 50,2007-04-20,4923.47,4847.8
TRI63913928556272667200,Nifty 50,2007-04-23,4931.08,4855.39
TRI63913928556272667200,Nifty 50,2007-04-24,4999.52,4922.78
TRI63913928556272667200,Nifty 50,2007-04-25,5030.3,4953.08
TRI63913928556272667200,Nifty 50,2007-04-26,5043.03,4965.62
TRI63913928556272667200,Nifty 50,2007-04-27,4929.15,4853.48
TRI63913928556272667200,Nifty 50,2007-04-30,4934.46,4858.71
TRI63913928556272667200,Nifty 50,2007-05-03,5010.44,4933.53
TRI63913928556272667200,Nifty 50,2007-05-04,4970.0,4893.72
TRI63913928556272667200,Nifty 50,2007-05-07,4962.52,4886.35
TRI63913928556272667200,Nifty 50,2007-05-08,4921.3,4845.76
TRI63913928556272667200,Nifty 50,2007-05-09,4924.08,4848.49
TRI63913928556272667200,Nifty 50,2007-05-10,4908.99,4833.63
TRI63913928556272667200,Nifty 50,2007-05-11,4920.88,4845.34
TRI63913928556272667200,Nifty 50,2007-05-14,4990.55,4913.95
TRI63913928556272667200,Nifty 50,2007-05-15,4973.65,4897.31
TRI63913928556272667200,Nifty 50,2007-05-16,5034.79,4957.51
TRI63913928556272667200,Nifty 50,2007-05-17,5093.9,5015.71
TRI63913928556272667200,Nifty 50,2007-05-18,5087.8,5009.71
TRI63913928556272667200,Nifty 50,2007-05-21,5143.81,5064.87
TRI63913928556272667200,Nifty 50,2007-05-22,5164.58,5085.31
TRI63913928556272667200,Nifty 50,2007-05-23,5126.07,5047.39
TRI63913928557194522600,Nifty 50,2007-05-24,5076.21,4998.3
TRI63913928557194522600,Nifty 50,2007-05-25,5128.42,5049.71
TRI63913928557194522600,Nifty 50,2007-05-28,5138.56,5059.69
TRI63913928557194522600,Nifty 50,2007-05-29,5182.87,5103.32
TRI63913928557194522600,Nifty 50,2007-05-30,5130.23,5051.49
TRI63913928557194522600,Nifty 50,2007-05-31,5185.95,5098.72
TRI63913928557194522600,Nifty 50,2007-06-01,5188.58,5101.32
TRI63913928557194522600,Nifty 50,2007-06-04,5152.36,5065.71
TRI63913928557194522600,Nifty 50,2007-06-05,5173.61,5086.6
TRI63913928557194522600,Nifty 50,2007-06-06,5069.99,4984.74
TRI63913928557194522600,Nifty 50,2007-06-07,5047.71,4962.84
TRI63913928557194522600,Nifty 50,2007-06-08,5007.87,4923.7
TRI63913928557194522600,Nifty 50,2007-06-11,5008.59,4924.41
TRI63913928557194522600,Nifty 50,2007-06-12,5021.28,4936.9
TRI63913928557194522600,Nifty 50,2007-06-13,4971.76,4888.24
TRI63913928557194522600,Nifty 50,2007-06-14,5042.38,4957.71
TRI63913928557194522600,Nifty 50,2007-06-15,5044.9,4960.19
TRI63913928557194522600,Nifty 50,2007-06-18,5015.45,4931.24
TRI63913928557194522600,Nifty 50,2007-06-19,5096.72,5011.15
TRI63913928557194522600,Nifty 50,2007-06-20,5138.26,5051.99
TRI63913928557194522600,Nifty 50,2007-06-21,5160.94,5074.29
TRI63913928557194522600,Nifty 50,2007-06-22,5142.38,5056.03
TRI63913928557194522600,Nifty 50,2007-06-25,5151.26,5064.77
TRI63913928557194522600,Nifty 50,2007-06-26,5183.07,5096.05
TRI63913928557194522600,Nifty 50,2007-06-27,5156.77,5070.18
TRI63913928557194522600,Nifty 50,2007-06-28,5179.91,5092.96
TRI63913928557194522600,Nifty 50,2007-06-29,5223.82,5136.13
TRI63913928557194522600,Nifty 50,2007-07-02,5218.32,5130.72
TRI63913928557194522600,Nifty 50,2007-07-03,5271.3,5182.82
TRI63913928557194522600,Nifty 50,2007-07-04,5273.42,5184.9
TRI63913928557194522600,Nifty 50,2007-07-05,5267.33,5178.92
TRI63913928557194522600,Nifty 50,2007-07-06,5304.84,5215.8
TRI63913928557194522600,Nifty 50,2007-07-09,5346.64,5256.9
TRI63913928557194522600,Nifty 50,2007-07-10,5331.14,5241.67
TRI63913928557194522600,Nifty 50,2007-07-11,5308.27,5219.19
TRI63913928557194522600,Nifty 50,2007-07-12,5379.66,5289.38
TRI63913928557194522600,Nifty 50,2007-07-13,5450.57,5359.1
TRI63913928557194522600,Nifty 50,2007-07-16,5462.01,5370.39
TRI63913928557194522600,Nifty 50,2007-07-17,5443.84,5352.53
TRI63913928557194522600,Nifty 50,2007-07-18,5447.23,5355.86
TRI63913928557194522600,Nifty 50,2007-07-19,5522.95,5430.32
TRI63913928557194522600,Nifty 50,2007-07-20,5527.74,5435.02
TRI63913928557194522600,Nifty 50,2007-07-23,5592.26,5498.46
TRI63913928557194522600,Nifty 50,2007-07-24,5593.96,5500.13
TRI63913928557194522600,Nifty 50,2007-07-25,5555.16,5461.98
TRI63913928557194522600,Nifty 50,2007-07-26,5592.81,5499.0
TRI63913928557194522600,Nifty 50,2007-07-27,5381.97,5291.71
TRI63913928557194522600,Nifty 50,2007-07-30,5375.74,5285.58
TRI63913928557194522600,Nifty 50,2007-07-31,5483.25,5391.29
TRI63913928557194522600,Nifty 50,2007-08-01,5261.69,5173.44
TRI63913928557194522600,Nifty 50,2007-08-02,5274.76,5186.3
TRI63913928557194522600,Nifty 50,2007-08-03,5330.23,5240.85
TRI63913928557194522600,Nifty 50,2007-08-06,5255.08,5166.97
TRI63913928557194522600,Nifty 50,2007-08-07,5276.76,5188.31
TRI63913928557194522600,Nifty 50,2007-08-08,5406.51,5315.9
TRI63913928557194522600,Nifty 50,2007-08-09,5335.14,5245.73
TRI63913928557194522600,Nifty 50,2007-08-10,5250.51,5162.51
TRI63913928557194522600,Nifty 50,2007-08-13,5299.34,5210.53
TRI63913928557194522600,Nifty 50,2007-08-14,5295.27,5206.53
TRI63913928557194522600,Nifty 50,2007-08-16,5063.42,4978.57
TRI63913928557194522600,Nifty 50,2007-08-17,4978.73,4895.28
TRI63913928557194522600,Nifty 50,2007-08-20,5101.1,5015.63
TRI63913928557194522600,Nifty 50,2007-08-21,4938.51,4855.78
TRI63913928558336359100,Nifty 50,2007-08-22,5033.64,4949.27
TRI63913928558336359100,Nifty 50,2007-08-23,4987.63,4904.07
TRI63913928558336359100,Nifty 50,2007-08-24,5078.77,4993.69
TRI63913928558336359100,Nifty 50,2007-08-27,5215.11,5127.7
TRI63913928558336359100,Nifty 50,2007-08-28,5237.01,5149.28
TRI63913928558336359100,Nifty 50,2007-08-29,5283.81,5195.28
TRI63913928558336359100,Nifty 50,2007-08-30,5348.64,5259.01
TRI63913928558336359100,Nifty 50,2007-08-31,5411.29,5320.63
TRI63913928558336359100,Nifty 50,2007-09-03,5424.33,5333.44
TRI63913928558336359100,Nifty 50,2007-09-04,5430.49,5339.5
TRI63913928558336359100,Nifty 50,2007-09-05,5426.37,5335.45
TRI63913928558336359100,Nifty 50,2007-09-06,5478.17,5386.41
TRI63913928558336359100,Nifty 50,2007-09-07,5467.13,5375.56
TRI63913928558336359100,Nifty 50,2007-09-10,5470.46,5378.91
TRI63913928558336359100,Nifty 50,2007-09-11,5457.35,5366.03
TRI63913928558336359100,Nifty 50,2007-09-12,5457.12,5365.79
TRI63913928558336359100,Nifty 50,2007-09-13,5496.07,5404.09
TRI63913928558336359100,Nifty 50,2007-09-14,5483.09,5391.33
TRI63913928558336359100,Nifty 50,2007-09-17,5454.74,5363.47
TRI63913928558336359100,Nifty 50,2007-09-18,5517.33,5424.98
TRI63913928558336359100,Nifty 50,2007-09-19,5743.32,5647.24
TRI63913928558336359100,Nifty 50,2007-09-20,5761.77,5665.38
TRI63913928558336359100,Nifty 50,2007-09-21,5871.0,5772.78
TRI63913928558336359100,Nifty 50,2007-09-24,5985.91,5885.73
TRI63913928558336359100,Nifty 50,2007-09-25,5993.99,5893.66
TRI63913928558336359100,Nifty 50,2007-09-26,5995.94,5895.63
TRI63913928558336359100,Nifty 50,2007-09-27,6068.83,5967.29
TRI63913928558336359100,Nifty 50,2007-09-28,6094.11,5992.11
TRI63913928558336359100,Nifty 50,2007-10-01,6151.88,6048.92
TRI63913928558336359100,Nifty 50,2007-10-03,6323.99,6218.19
TRI63913928558336359100,Nifty 50,2007-10-04,6321.38,6215.62
TRI63913928558336359100,Nifty 50,2007-10-05,6293.71,6188.41
TRI63913928558336359100,Nifty 50,2007-10-08,6171.46,6068.19
TRI63913928558336359100,Nifty 50,2007-10-09,6465.33,6357.15
TRI63913928558336359100,Nifty 50,2007-10-10,6603.91,6493.43
TRI63913928558336359100,Nifty 50,2007-10-11,6705.13,6592.95
TRI63913928558336359100,Nifty 50,2007-10-12,6587.9,6477.68
TRI63913928558336359100,Nifty 50,2007-10-15,6881.82,6766.64
TRI63913928558336359100,Nifty 50,2007-10-16,6878.92,6763.84
TRI63913928558336359100,Nifty 50,2007-10-17,6746.99,6634.06
TRI63913928558336359100,Nifty 50,2007-10-18,6494.74,6386.08
TRI63913928558336359100,Nifty 50,2007-10-19,6330.03,6224.13
TRI63913928558336359100,Nifty 50,2007-10-22,6292.55,6187.29
TRI63913928558336359100,Nifty 50,2007-10-23,6644.48,6533.31
TRI63913928558336359100,Nifty 50,2007-10-24,6671.7,6560.1
TRI63913928558336359100,Nifty 50,2007-10-25,6760.63,6647.52
TRI63913928558336359100,Nifty 50,2007-10-26,6922.5,6806.7
TRI63913928558336359100,Nifty 50,2007-10-29,7169.67,7049.73
TRI63913928558336359100,Nifty 50,2007-10-30,7124.58,7005.39
TRI63913928558336359100,Nifty 50,2007-10-31,7163.3,7043.46
TRI63913928558336359100,Nifty 50,2007-11-01,7121.96,7002.81
TRI63913928558336359100,Nifty 50,2007-11-02,7202.01,7081.53
TRI63913928558336359100,Nifty 50,2007-11-05,7098.67,6979.95
TRI63913928558336359100,Nifty 50,2007-11-06,7024.91,6907.37
TRI63913928558336359100,Nifty 50,2007-11-07,7021.12,6903.71
TRI63913928558336359100,Nifty 50,2007-11-08,6919.65,6803.89
TRI63913928558336359100,Nifty 50,2007-11-09,6876.51,6761.51
TRI63913928558336359100,Nifty 50,2007-11-12,6820.5,6706.41
TRI63913928558336359100,Nifty 50,2007-11-13,6915.56,6799.89
TRI63913928558336359100,Nifty 50,2007-11-14,7209.99,7089.42
TRI63913928558336359100,Nifty 50,2007-11-15,7178.71,7058.62
TRI63913928558336359100,Nifty 50,2007-11-16,7172.31,7052.35
TRI63913928558336359100,Nifty 50,2007-11-19,7173.27,7053.31
TRI63913928559320685000,Nifty 50,2007-11-20,7019.36,6901.97
TRI63913928559320685000,Nifty 50,2007-11-21,6752.41,6639.49
TRI63913928559320685000,Nifty 50,2007-11-22,6701.81,6589.7
TRI63913928559320685000,Nifty 50,2007-11-23,6810.16,6696.26
TRI63913928559320685000,Nifty 50,2007-11-26,6959.61,6843.23
TRI63913928559320685000,Nifty 50,2007-11-27,6918.92,6803.18
TRI63913928559320685000,Nifty 50,2007-11-28,6821.04,6706.95
TRI63913928559320685000,Nifty 50,2007-11-29,6841.75,6727.3
TRI63913928559320685000,Nifty 50,2007-11-30,6997.6,6880.55
TRI63913928559320685000,Nifty 50,2007-12-03,7121.74,7002.63
TRI63913928559320685000,Nifty 50,2007-12-04,7113.64,6994.69
TRI63913928559320685000,Nifty 50,2007-12-05,7212.82,7092.18
TRI63913928559320685000,Nifty 50,2007-12-06,7230.63,7109.73
TRI63913928559320685000,Nifty 50,2007-12-07,7254.45,7133.13
TRI63913928559320685000,Nifty 50,2007-12-10,7237.85,7116.77
TRI63913928559320685000,Nifty 50,2007-12-11,7403.77,7279.93
TRI63913928559320685000,Nifty 50,2007-12-12,7479.08,7354.01
TRI63913928559320685000,Nifty 50,2007-12-13,7356.2,7233.18
TRI63913928559320685000,Nifty 50,2007-12-14,7343.61,7220.77
TRI63913928559320685000,Nifty 50,2007-12-17,7014.87,6897.56
TRI63913928559320685000,Nifty 50,2007-12-18,6972.75,6856.13
TRI63913928559320685000,Nifty 50,2007-12-19,6984.11,6867.29
TRI63913928559320685000,Nifty 50,2007-12-20,7002.72,6885.62
TRI63913928559320685000,Nifty 50,2007-12-24,7268.18,7146.64
TRI63913928559320685000,Nifty 50,2007-12-26,7379.02,7255.72
TRI63913928559320685000,Nifty 50,2007-12-27,7392.06,7268.57
TRI63913928559320685000,Nifty 50,2007-12-28,7389.9,7266.42
TRI63913928559320685000,Nifty 50,2007-12-31,7461.48,7336.82
TRI63913928559320685000,Nifty 50,2008-01-01,7468.49,7343.69
TRI63913928559320685000,Nifty 50,2008-01-02,7511.06,7385.58
TRI63913928559320685000,Nifty 50,2008-01-03,7510.02,7384.56
TRI63913928559320685000,Nifty 50,2008-01-04,7626.41,7499.0
TRI63913928559320685000,Nifty 50,2008-01-07,7632.26,7504.74
TRI63913928559320685000,Nifty 50,2008-01-08,7642.89,7515.2
TRI63913928559320685000,Nifty 50,2008-01-09,7623.64,7496.25
TRI63913928559320685000,Nifty 50,2008-01-10,7483.81,7358.75
TRI63913928559320685000,Nifty 50,2008-01-11,7536.23,7410.32
TRI63913928559320685000,Nifty 50,2008-01-14,7544.53,7418.47
TRI63913928559320685000,Nifty 50,2008-01-15,7383.38,7260.04
TRI63913928559320685000,Nifty 50,2008-01-16,7215.08,7094.51
TRI63913928559320685000,Nifty 50,2008-01-17,7187.64,7067.55
TRI63913928559320685000,Nifty 50,2008-01-18,6934.95,6819.07
TRI63913928559320685000,Nifty 50,2008-01-21,6331.44,6225.64
TRI63913928559320685000,Nifty 50,2008-01-22,5955.22,5855.72
TRI63913928559320685000,Nifty 50,2008-01-23,6325.66,6219.98
TRI63913928559320685000,Nifty 50,2008-01-24,6119.07,6016.82
TRI63913928559320685000,Nifty 50,2008-01-25,6544.4,6435.08
TRI63913928559320685000,Nifty 50,2008-01-28,6411.61,6304.49
TRI63913928559320685000,Nifty 50,2008-01-29,6419.74,6312.5
TRI63913928559320685000,Nifty 50,2008-01-30,6282.15,6177.18
TRI63913928559320685000,Nifty 50,2008-01-31,6245.45,6141.14
TRI63913928559320685000,Nifty 50,2008-02-01,6465.46,6357.48
TRI63913928559320685000,Nifty 50,2008-02-04,6647.28,6536.3
TRI63913928559320685000,Nifty 50,2008-02-05,6672.07,6560.7
TRI63913928559320685000,Nifty 50,2008-02-06,6475.74,6367.67
TRI63913928559320685000,Nifty 50,2008-02-07,6245.48,6141.2
TRI63913928559320685000,Nifty 50,2008-02-08,6229.73,6125.77
TRI63913928559320685000,Nifty 50,2008-02-11,5909.35,5810.71
TRI63913928559320685000,Nifty 50,2008-02-12,5886.53,5788.28
TRI63913928559320685000,Nifty 50,2008-02-13,5998.76,5898.67
TRI63913928559320685000,Nifty 50,2008-02-14,6330.73,6225.09
TRI63913928559320685000,Nifty 50,2008-02-15,6453.55,6345.83
TRI63913928560586428900,Nifty 50,2008-02-18,6421.91,6314.72
TRI63913928560586428900,Nifty 50,2008-02-19,6426.66,6319.39
TRI63913928560586428900,Nifty 50,2008-02-20,6272.88,6168.19
TRI63913928560586428900,Nifty 50,2008-02-21,6318.3,6212.88
TRI63913928560586428900,Nifty 50,2008-02-22,6219.66,6115.89
TRI63913928560586428900,Nifty 50,2008-02-25,6329.13,6223.53
TRI63913928560586428900,Nifty 50,2008-02-26,6413.55,6306.52
TRI63913928560586428900,Nifty 50,2008-02-27,6411.53,6304.55
TRI63913928560586428900,Nifty 50,2008-02-28,6431.87,6324.53
TRI63913928560586428900,Nifty 50,2008-02-29,6356.92,6248.15
TRI63913928560586428900,Nifty 50,2008-03-03,6027.69,5924.59
TRI63913928560586428900,Nifty 50,2008-03-04,5919.69,5818.43
TRI63913928560586428900,Nifty 50,2008-03-05,5989.23,5886.79
TRI63913928560586428900,Nifty 50,2008-03-07,5806.95,5707.6
TRI63913928560586428900,Nifty 50,2008-03-10,5842.02,5742.05
TRI63913928560586428900,Nifty 50,2008-03-11,5921.71,5820.4
TRI63913928560586428900,Nifty 50,2008-03-12,5929.12,5827.7
TRI63913928560586428900,Nifty 50,2008-03-13,5626.82,5530.57
TRI63913928560586428900,Nifty 50,2008-03-14,5775.57,5676.74
TRI63913928560586428900,Nifty 50,2008-03-17,5481.22,5387.46
TRI63913928560586428900,Nifty 50,2008-03-18,5517.59,5423.24
TRI63913928560586428900,Nifty 50,2008-03-19,5567.43,5472.23
TRI63913928560586428900,Nifty 50,2008-03-24,5611.17,5515.18
TRI63913928560586428900,Nifty 50,2008-03-25,5936.92,5835.39
TRI63913928560586428900,Nifty 50,2008-03-26,5877.72,5777.19
TRI63913928560586428900,Nifty 50,2008-03-27,5879.4,5778.86
TRI63913928560586428900,Nifty 50,2008-03-28,6015.47,5912.56
TRI63913928560586428900,Nifty 50,2008-03-31,5762.88,5664.31
TRI63913928560586428900,Nifty 50,2008-04-01,5769.05,5670.35
TRI63913928560586428900,Nifty 50,2008-04-02,5786.85,5687.88
TRI63913928560586428900,Nifty 50,2008-04-03,5808.01,5708.69
TRI63913928560586428900,Nifty 50,2008-04-04,5656.4,5559.62
TRI63913928560586428900,Nifty 50,2008-04-07,5795.39,5696.25
TRI63913928560586428900,Nifty 50,2008-04-08,5732.64,5634.58
TRI63913928560586428900,Nifty 50,2008-04-09,5778.16,5679.32
TRI63913928560586428900,Nifty 50,2008-04-10,5761.35,5662.82
TRI63913928560586428900,Nifty 50,2008-04-11,5815.89,5716.43
TRI63913928560586428900,Nifty 50,2008-04-15,5939.87,5838.28
TRI63913928560586428900,Nifty 50,2008-04-16,5949.2,5847.44
TRI63913928560586428900,Nifty 50,2008-04-17,6035.71,5932.51
TRI63913928560586428900,Nifty 50,2008-04-21,6131.62,6026.77
TRI63913928560586428900,Nifty 50,2008-04-22,6146.63,6041.49
TRI63913928560586428900,Nifty 50,2008-04-23,6114.37,6009.78
TRI63913928560586428900,Nifty 50,2008-04-24,6086.43,5982.32
TRI63913928560586428900,Nifty 50,2008-04-25,6222.55,6116.15
TRI63913928560586428900,Nifty 50,2008-04-28,6195.76,6089.77
TRI63913928560586428900,Nifty 50,2008-04-29,6325.09,6216.93
TRI63913928560586428900,Nifty 50,2008-04-30,6289.07,6181.51
TRI63913928560586428900,Nifty 50,2008-05-02,6364.89,6256.06
TRI63913928560586428900,Nifty 50,2008-05-05,6321.13,6213.04
TRI63913928560586428900,Nifty 50,2008-05-06,6263.17,6156.08
TRI63913928560586428900,Nifty 50,2008-05-07,6252.05,6145.13
TRI63913928560586428900,Nifty 50,2008-05-08,6189.65,6083.86
TRI63913928560586428900,Nifty 50,2008-05-09,6068.94,5965.22
TRI63913928560586428900,Nifty 50,2008-05-12,6105.53,6001.19
TRI63913928560586428900,Nifty 50,2008-05-13,6038.76,5935.53
TRI63913928560586428900,Nifty 50,2008-05-14,6104.47,6000.11
TRI63913928560586428900,Nifty 50,2008-05-15,6230.52,6124.03
TRI63913928560586428900,Nifty 50,2008-05-16,6282.21,6174.85
