RequestNumber,Index Name,Date,TotalReturnsIndex,NTR_Value
TRI63913928477664115000,Nifty 50,2000-01-03,1688.44,1688.44
TRI63913928477664115000,Nifty 50,2000-01-04,1737.75,1737.75
TRI63913928477664115000,Nifty 50,2000-01-05,1692.25,1692.25
TRI63913928477664115000,Nifty 50,2000-01-06,1715.37,1715.37
TRI63913928477664115000,Nifty 50,2000-01-07,1710.81,1710.81
TRI63913928477664115000,Nifty 50,2000-01-10,1731.65,1731.65
TRI63913928477664115000,Nifty 50,2000-01-11,1667.54,1667.54
TRI63913928477664115000,Nifty 50,2000-01-12,1723.01,1723.01
TRI63913928477664115000,Nifty 50,2000-01-13,1719.4,1719.4
TRI63913928477664115000,Nifty 50,2000-01-14,1720.83,1720.83
TRI63913928477664115000,Nifty 50,2000-01-17,1709.01,1709.01
TRI63913928477664115000,Nifty 50,2000-01-18,1703.81,1703.81
TRI63913928477664115000,Nifty 50,2000-01-19,1733.66,1733.66
TRI63913928477664115000,Nifty 50,2000-01-20,1697.87,1697.87
TRI63913928477664115000,Nifty 50,2000-01-21,1718.55,1718.55
TRI63913928477664115000,Nifty 50,2000-01-24,1711.13,1711.13
TRI63913928477664115000,Nifty 50,2000-01-25,1682.28,1682.28
TRI63913928477664115000,Nifty 50,2000-01-27,1700.84,1700.84
TRI63913928477664115000,Nifty 50,2000-01-28,1695.75,1695.75
TRI63913928477664115000,Nifty 50,2000-01-31,1639.66,1639.66
TRI63913928477664115000,Nifty 50,2000-02-01,1643.15,1643.15
TRI63913928477664115000,Nifty 50,2000-02-02,1683.98,1683.98
TRI63913928477664115000,Nifty 50,2000-02-03,1694.48,1694.48
TRI63913928477664115000,Nifty 50,2000-02-04,1696.44,1696.44
TRI63913928477664115000,Nifty 50,2000-02-07,1735.52,1735.52
TRI63913928477664115000,Nifty 50,2000-02-08,1763.25,1763.25
TRI63913928477664115000,Nifty 50,2000-02-09,1792.42,1792.42
TRI63913928477664115000,Nifty 50,2000-02-10,1815.28,1815.28
TRI63913928477664115000,Nifty 50,2000-02-11,1862.8,1862.8
TRI63913928477664115000,Nifty 50,2000-02-14,1850.6,1850.6
TRI63913928477664115000,Nifty 50,2000-02-15,1806.1,1806.1
TRI63913928477664115000,Nifty 50,2000-02-16,1815.17,1815.17
TRI63913928477664115000,Nifty 50,2000-02-17,1848.06,1848.06
TRI63913928477664115000,Nifty 50,2000-02-18,1822.28,1822.28
TRI63913928477664115000,Nifty 50,2000-02-21,1860.15,1860.15
TRI63913928477664115000,Nifty 50,2000-02-22,1844.82,1844.82
TRI63913928477664115000,Nifty 50,2000-02-23,1799.58,1799.58
TRI63913928477664115000,Nifty 50,2000-02-24,1837.34,1837.34
TRI63913928477664115000,Nifty 50,2000-02-25,1814.48,1814.48
TRI63913928477664115000,Nifty 50,2000-02-28,1827.32,1827.32
TRI63913928477664115000,Nifty 50,2000-02-29,1755.45,1755.45
TRI63913928477664115000,Nifty 50,2000-03-01,1816.87,1816.87
TRI63913928477664115000,Nifty 50,2000-03-02,1799.73,1799.73
TRI63913928477664115000,Nifty 50,2000-03-03,1756.72,1756.72
TRI63913928477664115000,Nifty 50,2000-03-06,1791.2,1791.2
TRI63913928477664115000,Nifty 50,2000-03-07,1806.31,1806.31
TRI63913928477664115000,Nifty 50,2000-03-08,1769.35,1769.35
TRI63913928477664115000,Nifty 50,2000-03-09,1748.01,1748.01
TRI63913928477664115000,Nifty 50,2000-03-10,1701.82,1701.82
TRI63913928477664115000,Nifty 50,2000-03-13,1657.17,1657.17
TRI63913928477664115000,Nifty 50,2000-03-14,1663.91,1663.91
TRI63913928477664115000,Nifty 50,2000-03-15,1720.24,1720.24
TRI63913928477664115000,Nifty 50,2000-03-16,1658.76,1658.76
TRI63913928477664115000,Nifty 50,2000-03-21,1652.81,1652.81
TRI63913928477664115000,Nifty 50,2000-03-22,1688.46,1688.46
TRI63913928477664115000,Nifty 50,2000-03-23,1650.01,1650.01
TRI63913928477664115000,Nifty 50,2000-03-24,1667.16,1667.16
TRI63913928477664115000,Nifty 50,2000-03-27,1660.15,1660.15
TRI63913928477664115000,Nifty 50,2000-03-28,1666.15,1666.15
TRI63913928477664115000,Nifty 50,2000-03-29,1655.16,1655.16
TRI63913928477664115000,Nifty 50,2000-03-30,1645.86,1645.86
TRI63913928478914019500,Nifty 50,2000-03-31,1623.5,1623.5
TRI63913928478914019500,Nifty 50,2000-04-03,1630.2,1630.2
TRI63913928478914019500,Nifty 50,2000-04-04,1516.91,1516.91
TRI63913928478914019500,Nifty 50,2000-04-05,1529.32,1529.32
TRI63913928478914019500,Nifty 50,2000-04-06,1548.83,1548.83
TRI63913928478914019500,Nifty 50,2000-04-07,1659.91,1659.91
TRI63913928478914019500,Nifty 50,2000-04-10,1719.44,1719.44
TRI63913928478914019500,Nifty 50,2000-04-11,1731.86,1731.86
TRI63913928478914019500,Nifty 50,2000-04-12,1699.6,1699.6
TRI63913928478914019500,Nifty 50,2000-04-13,1620.58,1620.58
TRI63913928478914019500,Nifty 50,2000-04-17,1540.44,1540.44
TRI63913928478914019500,Nifty 50,2000-04-18,1509.76,1509.76
TRI63913928478914019500,Nifty 50,2000-04-19,1500.09,1500.09
TRI63913928478914019500,Nifty 50,2000-04-20,1511.51,1511.51
TRI63913928478914019500,Nifty 50,2000-04-24,1481.99,1481.99
TRI63913928478914019500,Nifty 50,2000-04-25,1451.51,1451.51
TRI63913928478914019500,Nifty 50,2000-04-26,1533.98,1533.98
TRI63913928478914019500,Nifty 50,2000-04-27,1513.47,1513.47
TRI63913928478914019500,Nifty 50,2000-04-28,1502.41,1502.41
TRI63913928478914019500,Nifty 50,2000-05-02,1424.33,1424.33
TRI63913928478914019500,Nifty 50,2000-05-03,1406.07,1406.07
TRI63913928478914019500,Nifty 50,2000-05-04,1474.98,1474.98
TRI63913928478914019500,Nifty 50,2000-05-05,1519.7,1519.7
TRI63913928478914019500,Nifty 50,2000-05-08,1458.42,1458.42
TRI63913928478914019500,Nifty 50,2000-05-09,1472.85,1472.85
TRI63913928478914019500,Nifty 50,2000-05-10,1456.39,1456.39
TRI63913928478914019500,Nifty 50,2000-05-11,1393.78,1393.78
TRI63913928478914019500,Nifty 50,2000-05-12,1370.55,1370.55
TRI63913928478914019500,Nifty 50,2000-05-15,1388.12,1388.12
TRI63913928478914019500,Nifty 50,2000-05-16,1396.24,1396.24
TRI63913928478914019500,Nifty 50,2000-05-17,1401.44,1401.44
TRI63913928478914019500,Nifty 50,2000-05-18,1381.94,1381.94
TRI63913928478914019500,Nifty 50,2000-05-19,1354.8,1354.8
TRI63913928478914019500,Nifty 50,2000-05-22,1317.4,1317.4
TRI63913928478914019500,Nifty 50,2000-05-23,1308.21,1308.21
TRI63913928478914019500,Nifty 50,2000-05-24,1320.5,1320.5
TRI63913928478914019500,Nifty 50,2000-05-25,1333.05,1333.05
TRI63913928478914019500,Nifty 50,2000-05-26,1362.65,1362.65
TRI63913928478914019500,Nifty 50,2000-05-29,1400.79,1400.79
TRI63913928478914019500,Nifty 50,2000-05-30,1436.91,1436.91
TRI63913928478914019500,Nifty 50,2000-05-31,1474.94,1474.94
TRI63913928478914019500,Nifty 50,2000-06-01,1441.34,1441.34
TRI63913928478914019500,Nifty 50,2000-06-02,1484.35,1484.35
TRI63913928478914019500,Nifty 50,2000-06-05,1500.75,1500.75
TRI63913928478914019500,Nifty 50,2000-06-06,1519.07,1519.07
TRI63913928478914019500,Nifty 50,2000-06-07,1528.56,1528.56
TRI63913928478914019500,Nifty 50,2000-06-08,1564.15,1564.15
TRI63913928478914019500,Nifty 50,2000-06-09,1567.94,1567.94
TRI63913928478914019500,Nifty 50,2000-06-12,1539.3,1539.3
TRI63913928478914019500,Nifty 50,2000-06-13,1531.29,1531.29
TRI63913928478914019500,Nifty 50,2000-06-14,1534.35,1534.35
TRI63913928478914019500,Nifty 50,2000-06-15,1544.77,1544.77
TRI63913928478914019500,Nifty 50,2000-06-16,1579.03,1579.03
TRI63913928478914019500,Nifty 50,2000-06-19,1601.95,1601.95
TRI63913928478914019500,Nifty 50,2000-06-20,1610.88,1610.88
TRI63913928478914019500,Nifty 50,2000-06-21,1576.79,1576.79
TRI63913928478914019500,Nifty 50,2000-06-22,1590.8,1590.8
TRI63913928478914019500,Nifty 50,2000-06-23,1573.64,1573.64
TRI63913928478914019500,Nifty 50,2000-06-26,1551.67,1551.67
TRI63913928478914019500,Nifty 50,2000-06-27,1554.51,1554.51
TRI63913928478914019500,Nifty 50,2000-06-28,1572.0,1572.0
TRI63913928480367174300,Nifty 50,2000-06-29,1595.9,1595.9
TRI63913928480367174300,Nifty 50,2000-06-30,1573.55,1573.55
TRI63913928480367174300,Nifty 50,2000-07-03,1599.0,1599.0
TRI63913928480367174300,Nifty 50,2000-07-04,1616.17,1616.17
TRI63913928480367174300,Nifty 50,2000-07-05,1632.54,1632.54
TRI63913928480367174300,Nifty 50,2000-07-06,1622.64,1622.64
TRI63913928480367174300,Nifty 50,2000-07-07,1623.5,1623.5
TRI63913928480367174300,Nifty 50,2000-07-10,1614.99,1614.99
TRI63913928480367174300,Nifty 50,2000-07-11,1624.51,1624.51
TRI63913928480367174300,Nifty 50,2000-07-12,1640.37,1640.37
TRI63913928480367174300,Nifty 50,2000-07-13,1628.87,1628.87
TRI63913928480367174300,Nifty 50,2000-07-14,1615.12,1615.12
TRI63913928480367174300,Nifty 50,2000-07-17,1582.92,1582.92
TRI63913928480367174300,Nifty 50,2000-07-18,1565.22,1565.22
TRI63913928480367174300,Nifty 50,2000-07-19,1536.01,1536.01
TRI63913928480367174300,Nifty 50,2000-07-20,1523.6,1523.6
TRI63913928480367174300,Nifty 50,2000-07-21,1494.77,1494.77
TRI63913928480367174300,Nifty 50,2000-07-24,1408.97,1408.97
TRI63913928480367174300,Nifty 50,2000-07-25,1443.05,1443.05
TRI63913928480367174300,Nifty 50,2000-07-26,1410.64,1410.64
TRI63913928480367174300,Nifty 50,2000-07-27,1431.83,1431.83
TRI63913928480367174300,Nifty 50,2000-07-28,1427.28,1427.28
TRI63913928480367174300,Nifty 50,2000-07-31,1426.26,1426.26
TRI63913928480367174300,Nifty 50,2000-08-01,1419.84,1419.84
TRI63913928480367174300,Nifty 50,2000-08-02,1425.25,1425.25
TRI63913928480367174300,Nifty 50,2000-08-03,1413.85,1413.85
TRI63913928480367174300,Nifty 50,2000-08-04,1410.96,1410.96
TRI63913928480367174300,Nifty 50,2000-08-07,1402.67,1402.67
TRI63913928480367174300,Nifty 50,2000-08-08,1439.91,1439.91
TRI63913928480367174300,Nifty 50,2000-08-09,1439.38,1439.38
TRI63913928480367174300,Nifty 50,2000-08-10,1421.24,1421.24
TRI63913928480367174300,Nifty 50,2000-08-11,1402.78,1402.78
TRI63913928480367174300,Nifty 50,2000-08-14,1410.43,1410.43
TRI63913928480367174300,Nifty 50,2000-08-16,1446.44,1446.44
TRI63913928480367174300,Nifty 50,2000-08-17,1435.68,1435.68
TRI63913928480367174300,Nifty 50,2000-08-18,1453.5,1453.5
TRI63913928480367174300,Nifty 50,2000-08-21,1466.56,1466.56
TRI63913928480367174300,Nifty 50,2000-08-22,1478.28,1478.28
TRI63913928480367174300,Nifty 50,2000-08-23,1483.47,1483.47
TRI63913928480367174300,Nifty 50,2000-08-24,1484.44,1484.44
TRI63913928480367174300,Nifty 50,2000-08-25,1478.33,1478.33
TRI63913928480367174300,Nifty 50,2000-08-28,1466.13,1466.13
TRI63913928480367174300,Nifty 50,2000-08-29,1463.83,1463.83
TRI63913928480367174300,Nifty 50,2000-08-30,1473.02,1473.02
TRI63913928480367174300,Nifty 50,2000-08-31,1492.45,1492.45
TRI63913928480367174300,Nifty 50,2000-09-04,1528.48,1528.48
TRI63913928480367174300,Nifty 50,2000-09-05,1529.01,1529.01
TRI63913928480367174300,Nifty 50,2000-09-06,1537.89,1537.89
TRI63913928480367174300,Nifty 50,2000-09-07,1542.6,1542.6
TRI63913928480367174300,Nifty 50,2000-09-08,1553.64,1553.64
TRI63913928480367174300,Nifty 50,2000-09-11,1560.39,1560.39
TRI63913928480367174300,Nifty 50,2000-09-12,1572.49,1572.49
TRI63913928480367174300,Nifty 50,2000-09-13,1560.17,1560.17
TRI63913928480367174300,Nifty 50,2000-09-14,1548.55,1548.55
TRI63913928480367174300,Nifty 50,2000-09-15,1518.44,1518.44
TRI63913928480367174300,Nifty 50,2000-09-18,1451.1,1451.1
TRI63913928480367174300,Nifty 50,2000-09-19,1411.08,1411.08
TRI63913928480367174300,Nifty 50,2000-09-20,1438.86,1438.86
TRI63913928480367174300,Nifty 50,2000-09-21,1424.88,1424.88
TRI63913928480367174300,Nifty 50,2000-09-22,1356.95,1356.95
TRI63913928480367174300,Nifty 50,2000-09-25,1384.91,1384.91
TRI63913928480367174300,Nifty 50,2000-09-26,1358.5,1358.5
TRI63913928481351558600,Nifty 50,2000-09-27,1384.91,1384.91
TRI63913928481351558600,Nifty 50,2000-09-28,1356.9,1356.9
TRI63913928481351558600,Nifty 50,2000-09-29,1362.52,1362.52
TRI63913928481351558600,Nifty 50,2000-10-03,1373.61,1373.61
TRI63913928481351558600,Nifty 50,2000-10-04,1390.54,1390.54
TRI63913928481351558600,Nifty 50,2000-10-05,1376.56,1376.56
TRI63913928481351558600,Nifty 50,2000-10-06,1376.82,1376.82
TRI63913928481351558600,Nifty 50,2000-10-09,1357.86,1357.86
TRI63913928481351558600,Nifty 50,2000-10-10,1327.48,1327.48
TRI63913928481351558600,Nifty 50,2000-10-11,1287.79,1287.79
TRI63913928481351558600,Nifty 50,2000-10-12,1292.45,1292.45
TRI63913928481351558600,Nifty 50,2000-10-13,1260.84,1260.84
TRI63913928481351558600,Nifty 50,2000-10-16,1259.45,1259.45
TRI63913928481351558600,Nifty 50,2000-10-17,1240.8,1240.8
TRI63913928481351558600,Nifty 50,2000-10-18,1217.18,1217.18
TRI63913928481351558600,Nifty 50,2000-10-19,1249.48,1249.48
TRI63913928481351558600,Nifty 50,2000-10-20,1255.75,1255.75
TRI63913928481351558600,Nifty 50,2000-10-23,1225.7,1225.7
TRI63913928481351558600,Nifty 50,2000-10-24,1234.8,1234.8
TRI63913928481351558600,Nifty 50,2000-10-25,1268.57,1268.57
TRI63913928481351558600,Nifty 50,2000-10-26,1271.14,1271.14
TRI63913928481351558600,Nifty 50,2000-10-27,1262.99,1262.99
TRI63913928481351558600,Nifty 50,2000-10-30,1250.62,1250.62
TRI63913928481351558600,Nifty 50,2000-10-31,1256.62,1256.62
TRI63913928481351558600,Nifty 50,2000-11-01,1286.67,1286.67
TRI63913928481351558600,Nifty 50,2000-11-02,1312.44,1312.44
TRI63913928481351558600,Nifty 50,2000-11-03,1330.87,1330.87
TRI63913928481351558600,Nifty 50,2000-11-06,1328.95,1328.95
TRI63913928481351558600,Nifty 50,2000-11-07,1335.91,1335.91
TRI63913928481351558600,Nifty 50,2000-11-08,1357.41,1357.41
TRI63913928481351558600,Nifty 50,2000-11-09,1360.79,1360.79
TRI63913928481351558600,Nifty 50,2000-11-10,1328.22,1328.22
TRI63913928481351558600,Nifty 50,2000-11-13,1294.46,1294.46
TRI63913928481351558600,Nifty 50,2000-11-14,1331.75,1331.75
TRI63913928481351558600,Nifty 50,2000-11-15,1336.29,1336.29
TRI63913928481351558600,Nifty 50,2000-11-16,1321.5,1321.5
TRI63913928481351558600,Nifty 50,2000-11-17,1324.45,1324.45
TRI63913928481351558600,Nifty 50,2000-11-20,1326.16,1326.16
TRI63913928481351558600,Nifty 50,2000-11-21,1323.38,1323.38
TRI63913928481351558600,Nifty 50,2000-11-22,1309.85,1309.85
TRI63913928481351558600,Nifty 50,2000-11-23,1303.04,1303.04
TRI63913928481351558600,Nifty 50,2000-11-24,1312.9,1312.9
TRI63913928481351558600,Nifty 50,2000-11-27,1342.58,1342.58
TRI63913928481351558600,Nifty 50,2000-11-28,1363.85,1363.85
TRI63913928481351558600,Nifty 50,2000-11-29,1355.28,1355.28
TRI63913928481351558600,Nifty 50,2000-11-30,1358.92,1358.92
TRI63913928481351558600,Nifty 50,2000-12-01,1367.55,1367.55
TRI63913928481351558600,Nifty 50,2000-12-04,1366.91,1366.91
TRI63913928481351558600,Nifty 50,2000-12-05,1376.61,1376.61
TRI63913928481351558600,Nifty 50,2000-12-06,1391.5,1391.5
TRI63913928481351558600,Nifty 50,2000-12-07,1395.73,1395.73
TRI63913928481351558600,Nifty 50,2000-12-08,1407.73,1407.73
TRI63913928481351558600,Nifty 50,2000-12-11,1427.51,1427.51
TRI63913928481351558600,Nifty 50,2000-12-12,1428.79,1428.79
TRI63913928481351558600,Nifty 50,2000-12-13,1451.3,1451.3
TRI63913928481351558600,Nifty 50,2000-12-14,1445.99,1445.99
TRI63913928481351558600,Nifty 50,2000-12-15,1406.61,1406.61
TRI63913928481351558600,Nifty 50,2000-12-18,1411.97,1411.97
TRI63913928481351558600,Nifty 50,2000-12-19,1404.36,1404.36
TRI63913928481351558600,Nifty 50,2000-12-20,1388.02,1388.02
TRI63913928481351558600,Nifty 50,2000-12-21,1368.89,1368.89
TRI63913928481351558600,Nifty 50,2000-12-22,1330.96,1330.96
TRI63913928482679752500,Nifty 50,2000-12-26,1298.81,1298.81
TRI63913928482679752500,Nifty 50,2000-12-27,1316.27,1316.27
TRI63913928482679752500,Nifty 50,2000-12-28,1338.4,1338.4
TRI63913928482679752500,Nifty 50,2000-12-29,1354.05,1354.05
TRI63913928482679752500,Nifty 50,2001-01-01,1344.14,1344.14
TRI63913928482679752500,Nifty 50,2001-01-02,1362.89,1362.89
TRI63913928482679752500,Nifty 50,2001-01-03,1383.8,1383.8
TRI63913928482679752500,Nifty 50,2001-01-04,1401.37,1401.37
TRI63913928482679752500,Nifty 50,2001-01-05,1422.38,1422.38
TRI63913928482679752500,Nifty 50,2001-01-08,1403.09,1403.09
TRI63913928482679752500,Nifty 50,2001-01-09,1405.66,1405.66
TRI63913928482679752500,Nifty 50,2001-01-10,1379.56,1379.56
TRI63913928482679752500,Nifty 50,2001-01-11,1372.17,1372.17
TRI63913928482679752500,Nifty 50,2001-01-12,1378.97,1378.97
TRI63913928482679752500,Nifty 50,2001-01-15,1378.97,1378.97
TRI63913928482679752500,Nifty 50,2001-01-16,1385.73,1385.73
TRI63913928482679752500,Nifty 50,2001-01-17,1390.92,1390.92
TRI63913928482679752500,Nifty 50,2001-01-18,1399.55,1399.55
TRI63913928482679752500,Nifty 50,2001-01-19,1424.36,1424.36
TRI63913928482679752500,Nifty 50,2001-01-22,1444.61,1444.61
TRI63913928482679752500,Nifty 50,2001-01-23,1452.33,1452.33
TRI63913928482679752500,Nifty 50,2001-01-24,1463.85,1463.85
TRI63913928482679752500,Nifty 50,2001-01-25,1468.3,1468.3
TRI63913928482679752500,Nifty 50,2001-01-29,1438.24,1438.24
TRI63913928482679752500,Nifty 50,2001-01-30,1478.59,1478.59
TRI63913928482679752500,Nifty 50,2001-01-31,1470.01,1470.01
TRI63913928482679752500,Nifty 50,2001-02-01,1456.56,1456.56
TRI63913928482679752500,Nifty 50,2001-02-02,1477.68,1477.68
TRI63913928482679752500,Nifty 50,2001-02-05,1481.69,1481.69
TRI63913928482679752500,Nifty 50,2001-02-06,1486.52,1486.52
TRI63913928482679752500,Nifty 50,2001-02-07,1469.05,1469.05
TRI63913928482679752500,Nifty 50,2001-02-08,1495.52,1495.52
TRI63913928482679752500,Nifty 50,2001-02-09,1506.45,1506.45
TRI63913928482679752500,Nifty 50,2001-02-12,1502.7,1502.7
TRI63913928482679752500,Nifty 50,2001-02-13,1490.91,1490.91
TRI63913928482679752500,Nifty 50,2001-02-14,1493.21,1493.21
TRI63913928482679752500,Nifty 50,2001-02-15,1518.24,1518.24
TRI63913928482679752500,Nifty 50,2001-02-16,1480.35,1480.35
TRI63913928482679752500,Nifty 50,2001-02-19,1484.05,1484.05
TRI63913928482679752500,Nifty 50,2001-02-20,1483.03,1483.03
TRI63913928482679752500,Nifty 50,2001-02-21,1468.3,1468.3
TRI63913928482679752500,Nifty 50,2001-02-22,1452.22,1452.22
TRI63913928482679752500,Nifty 50,2001-02-23,1415.09,1415.09
TRI63913928482679752500,Nifty 50,2001-02-26,1406.46,1406.46
TRI63913928482679752500,Nifty 50,2001-02-27,1388.41,1388.41
TRI63913928482679752500,Nifty 50,2001-02-28,1448.26,1448.26
TRI63913928482679752500,Nifty 50,2001-03-01,1455.38,1455.38
TRI63913928482679752500,Nifty 50,2001-03-02,1399.98,1399.98
TRI63913928482679752500,Nifty 50,2001-03-05,1362.58,1362.58
TRI63913928482679752500,Nifty 50,2001-03-07,1382.99,1382.99
TRI63913928482679752500,Nifty 50,2001-03-08,1385.51,1385.51
TRI63913928482679752500,Nifty 50,2001-03-09,1344.68,1344.68
TRI63913928482679752500,Nifty 50,2001-03-12,1283.81,1283.81
TRI63913928482679752500,Nifty 50,2001-03-13,1205.31,1205.31
TRI63913928482679752500,Nifty 50,2001-03-14,1279.79,1279.79
TRI63913928482679752500,Nifty 50,2001-03-15,1304.39,1304.39
TRI63913928482679752500,Nifty 50,2001-03-16,1279.09,1279.09
TRI63913928482679752500,Nifty 50,2001-03-19,1271.75,1271.75
TRI63913928482679752500,Nifty 50,2001-03-20,1254.87,1254.87
TRI63913928482679752500,Nifty 50,2001-03-21,1293.62,1293.62
TRI63913928482679752500,Nifty 50,2001-03-22,1272.66,1272.66
TRI63913928482679752500,Nifty 50,2001-03-23,1244.53,1244.53
TRI63913928484039098900,Nifty 50,2001-03-26,1244.75,1244.75
TRI63913928484039098900,Nifty 50,2001-03-27,1262.16,1262.16
TRI63913928484039098900,Nifty 50,2001-03-28,1292.65,1292.65
TRI63913928484039098900,Nifty 50,2001-03-29,1280.76,1280.76
TRI63913928484039098900,Nifty 50,2001-03-30,1230.49,1230.49
TRI63913928484039098900,Nifty 50,2001-04-02,1219.67,1219.67
TRI63913928484039098900,Nifty 50,2001-04-03,1231.62,1231.62
TRI63913928484039098900,Nifty 50,2001-04-04,1219.77,1219.77
TRI63913928484039098900,Nifty 50,2001-04-06,1222.94,1222.94
TRI63913928484039098900,Nifty 50,2001-04-09,1210.86,1210.86
TRI63913928484039098900,Nifty 50,2001-04-10,1183.71,1183.71
TRI63913928484039098900,Nifty 50,2001-04-11,1144.81,1144.81
TRI63913928484039098900,Nifty 50,2001-04-12,1099.85,1099.85
TRI63913928484039098900,Nifty 50,2001-04-16,1120.99,1120.99
TRI63913928484039098900,Nifty 50,2001-04-17,1145.03,1145.03
TRI63913928484039098900,Nifty 50,2001-04-18,1184.09,1184.09
TRI63913928484039098900,Nifty 50,2001-04-19,1228.14,1228.14
TRI63913928484039098900,Nifty 50,2001-04-20,1227.66,1227.66
TRI63913928484039098900,Nifty 50,2001-04-23,1233.83,1233.83
TRI63913928484039098900,Nifty 50,2001-04-24,1230.13,1230.13
TRI63913928484039098900,Nifty 50,2001-04-25,1240.02,1240.02
TRI63913928484039098900,Nifty 50,2001-04-26,1227.57,1227.57
TRI63913928484039098900,Nifty 50,2001-04-27,1182.01,1182.01
TRI63913928484039098900,Nifty 50,2001-04-30,1207.72,1207.72
TRI63913928484039098900,Nifty 50,2001-05-02,1220.85,1220.85
TRI63913928484039098900,Nifty 50,2001-05-03,1204.58,1204.58
TRI63913928484039098900,Nifty 50,2001-05-04,1213.17,1213.17
TRI63913928484039098900,Nifty 50,2001-05-07,1223.0,1223.0
TRI63913928484039098900,Nifty 50,2001-05-08,1233.46,1233.46
TRI63913928484039098900,Nifty 50,2001-05-09,1234.02,1234.02
TRI63913928484039098900,Nifty 50,2001-05-10,1229.4,1229.4
TRI63913928484039098900,Nifty 50,2001-05-11,1224.63,1224.63
TRI63913928484039098900,Nifty 50,2001-05-14,1224.95,1224.95
TRI63913928484039098900,Nifty 50,2001-05-15,1229.78,1229.78
TRI63913928484039098900,Nifty 50,2001-05-16,1236.14,1236.14
TRI63913928484039098900,Nifty 50,2001-05-17,1261.7,1261.7
TRI63913928484039098900,Nifty 50,2001-05-18,1259.39,1259.39
TRI63913928484039098900,Nifty 50,2001-05-21,1255.79,1255.79
TRI63913928484039098900,Nifty 50,2001-05-22,1254.34,1254.34
TRI63913928484039098900,Nifty 50,2001-05-23,1267.81,1267.81
TRI63913928484039098900,Nifty 50,2001-05-24,1270.77,1270.77
TRI63913928484039098900,Nifty 50,2001-05-25,1263.3,1263.3
TRI63913928484039098900,Nifty 50,2001-05-28,1282.97,1282.97
TRI63913928484039098900,Nifty 50,2001-05-29,1288.62,1288.62
TRI63913928484039098900,Nifty 50,2001-05-30,1266.96,1266.96
TRI63913928484039098900,Nifty 50,2001-05-31,1256.58,1256.58
TRI63913928484039098900,Nifty 50,2001-06-01,1235.22,1235.22
TRI63913928484039098900,Nifty 50,2001-06-04,1212.79,1212.79
TRI63913928484039098900,Nifty 50,2001-06-05,1200.31,1200.31
TRI63913928484039098900,Nifty 50,2001-06-06,1200.42,1200.42
TRI63913928484039098900,Nifty 50,2001-06-07,1196.81,1196.81
TRI63913928484039098900,Nifty 50,2001-06-08,1212.14,1212.14
TRI63913928484039098900,Nifty 50,2001-06-11,1216.98,1216.98
TRI63913928484039098900,Nifty 50,2001-06-12,1212.73,1212.73
TRI63913928484039098900,Nifty 50,2001-06-13,1215.82,1215.82
TRI63913928484039098900,Nifty 50,2001-06-14,1198.32,1198.32
TRI63913928484039098900,Nifty 50,2001-06-15,1171.4,1171.4
TRI63913928484039098900,Nifty 50,2001-06-18,1161.22,1161.22
TRI63913928484039098900,Nifty 50,2001-06-19,1180.98,1180.98
TRI63913928484039098900,Nifty 50,2001-06-20,1182.7,1182.7
TRI63913928484039098900,Nifty 50,2001-06-21,1180.11,1180.11
TRI63913928484039098900,Nifty 50,2001-06-22,1171.98,1171.98
TRI63913928485101627500,Nifty 50,2001-06-25,1149.73,1149.73
TRI63913928485101627500,Nifty 50,2001-06-26,1181.62,1181.62
TRI63913928485101627500,Nifty 50,2001-06-27,1181.08,1181.08
TRI63913928485101627500,Nifty 50,2001-06-28,1178.82,1178.82
TRI63913928485101627500,Nifty 50,2001-06-29,1193.8,1193.8
TRI63913928485101627500,Nifty 50,2001-07-02,1187.42,1187.42
TRI63913928485101627500,Nifty 50,2001-07-03,1154.04,1154.04
TRI63913928485101627500,Nifty 50,2001-07-04,1152.35,1152.35
TRI63913928485101627500,Nifty 50,2001-07-05,1154.35,1154.35
TRI63913928485101627500,Nifty 50,2001-07-06,1150.26,1150.26
TRI63913928485101627500,Nifty 50,2001-07-09,1144.6,1144.6
TRI63913928485101627500,Nifty 50,2001-07-10,1158.15,1158.15
TRI63913928485101627500,Nifty 50,2001-07-11,1170.68,1170.68
TRI63913928485101627500,Nifty 50,2001-07-12,1194.29,1194.29
TRI63913928485101627500,Nifty 50,2001-07-13,1199.64,1199.64
TRI63913928485101627500,Nifty 50,2001-07-16,1194.34,1194.34
TRI63913928485101627500,Nifty 50,2001-07-17,1191.7,1191.7
TRI63913928485101627500,Nifty 50,2001-07-18,1179.65,1179.65
TRI63913928485101627500,Nifty 50,2001-07-19,1173.12,1173.12
TRI63913928485101627500,Nifty 50,2001-07-20,1164.48,1164.48
TRI63913928485101627500,Nifty 50,2001-07-23,1156.86,1156.86
TRI63913928485101627500,Nifty 50,2001-07-24,1158.92,1158.92
TRI63913928485101627500,Nifty 50,2001-07-25,1149.9,1149.9
TRI63913928485101627500,Nifty 50,2001-07-26,1138.23,1138.23
TRI63913928485101627500,Nifty 50,2001-07-27,1136.39,1136.39
TRI63913928485101627500,Nifty 50,2001-07-30,1147.35,1147.35
TRI63913928485101627500,Nifty 50,2001-07-31,1159.68,1159.68
TRI63913928485101627500,Nifty 50,2001-08-01,1149.19,1149.19
TRI63913928485101627500,Nifty 50,2001-08-02,1152.44,1152.44
